534, 417
534, 417
549, 416
566, 416
571, 414
577, 416
586, 414
599, 416
613, 419
631, 424
636, 426
649, 427
656, 429
684, 430
706, 428
724, 429
737, 429
754, 428
770, 430
785, 434
800, 436
807, 436
823, 436
839, 437
846, 437
855, 437
871, 437
882, 437
893, 443
893, 448
894, 448
900, 453
920, 468
922, 464
918, 456
909, 452
900, 444
883, 448
874, 448
857, 453
843, 452
827, 452
785, 446
759, 441
731, 436
724, 429
698, 417
645, 409
621, 407
601, 411
570, 418
554, 424
518, 425
499, 425
483, 425
