1481161944.114252	1481161944.118851	1481161944.118891	1481161944.118909

1481161944.134256	1481161944.138923	1481161944.138965	1481161944.138982

1481161944.154257	1481161944.158873	1481161944.158915	1481161944.158931

1481161944.174270	1481161944.178956	1481161944.178996	1481161944.179013

1481161944.194271	1481161944.197604	1481161944.197643	1481161944.197654

1481161944.214232	1481161944.217058	1481161944.217080	1481161944.217088

1481161944.234209	1481161944.237064	1481161944.237084	1481161944.237092

1481161944.254193	1481161944.256989	1481161944.257007	1481161944.257014

1481161944.274206	1481161944.277242	1481161944.277326	1481161944.277335

1481161944.294198	1481161944.297028	1481161944.297049	1481161944.297057

1481161944.314222	1481161944.317399	1481161944.317497	1481161944.317506

1481161944.334210	1481161944.337221	1481161944.337304	1481161944.337313

1481161944.354206	1481161944.357199	1481161944.357219	1481161944.357291

1481161944.375100	1481161944.378116	1481161944.378144	1481161944.378152

1481161944.394228	1481161944.397071	1481161944.397092	1481161944.397100

1481161944.414202	1481161944.417054	1481161944.417079	1481161944.417087

1481161944.434207	1481161944.437238	1481161944.437271	1481161944.437279

1481161944.454217	1481161944.457037	1481161944.457056	1481161944.457064

1481161944.474204	1481161944.477149	1481161944.477172	1481161944.477180

1481161944.494203	1481161944.497064	1481161944.497088	1481161944.497096

1481161944.514222	1481161944.517047	1481161944.517070	1481161944.517079

1481161944.534219	1481161944.537202	1481161944.537231	1481161944.537239

1481161944.554227	1481161944.557068	1481161944.557091	1481161944.557099

1481161944.574202	1481161944.577049	1481161944.577067	1481161944.577076

1481161944.594206	1481161944.597176	1481161944.597201	1481161944.597210

1481161944.614215	1481161944.617040	1481161944.617063	1481161944.617071

1481161944.634193	1481161944.637011	1481161944.637032	1481161944.637041

1481161944.654208	1481161944.657180	1481161944.657204	1481161944.657212

1481161944.674182	1481161944.676980	1481161944.677001	1481161944.677009

1481161944.694190	1481161944.697009	1481161944.697031	1481161944.697039

1481161944.714211	1481161944.717261	1481161944.717314	1481161944.717325

1481161944.734216	1481161944.737022	1481161944.737041	1481161944.737050

1481161944.754203	1481161944.757031	1481161944.757052	1481161944.757060

1481161944.774208	1481161944.777143	1481161944.777181	1481161944.777192

1481161944.794206	1481161944.797014	1481161944.797033	1481161944.797043

1481161944.814207	1481161944.817072	1481161944.817096	1481161944.817106

1481161944.834223	1481161944.837261	1481161944.837296	1481161944.837304

1481161944.854229	1481161944.857050	1481161944.857070	1481161944.857078

1481161944.874201	1481161944.877029	1481161944.877051	1481161944.877060

1481161944.894205	1481161944.897295	1481161944.897347	1481161944.897361

1481161944.914215	1481161944.917028	1481161944.917046	1481161944.917055

1481161944.934208	1481161944.937150	1481161944.937176	1481161944.937185

1481161944.954250	1481161944.957139	1481161944.957166	1481161944.957175

1481161944.974197	1481161944.977010	1481161944.977032	1481161944.977042

1481161944.994213	1481161944.997193	1481161944.997221	1481161944.997230

1481161945.014220	1481161945.017062	1481161945.017088	1481161945.017096

1481161945.034189	1481161945.037000	1481161945.037020	1481161945.037029

1481161945.054223	1481161945.057715	1481161945.057758	1481161945.057767

1481161945.074215	1481161945.077054	1481161945.077076	1481161945.077085

1481161945.094208	1481161945.097019	1481161945.097041	1481161945.097049

1481161945.114205	1481161945.117288	1481161945.117338	1481161945.117348

1481161945.134211	1481161945.137059	1481161945.137082	1481161945.137092

1481161945.154214	1481161945.157308	1481161945.157328	1481161945.157337

1481161945.174204	1481161945.177101	1481161945.177132	1481161945.177140

1481161945.194232	1481161945.197035	1481161945.197057	1481161945.197066

1481161945.214199	1481161945.217035	1481161945.217060	1481161945.217069

1481161945.234224	1481161945.237187	1481161945.237217	1481161945.237225

1481161945.254213	1481161945.257245	1481161945.257265	1481161945.257273

1481161945.274197	1481161945.277019	1481161945.277042	1481161945.277050

1481161945.294236	1481161945.297198	1481161945.297229	1481161945.297239

1481161945.314210	1481161945.317034	1481161945.317055	1481161945.317063

1481161945.334196	1481161945.337023	1481161945.337045	1481161945.337054

1481161945.354197	1481161945.357711	1481161945.357738	1481161945.357747

1481161945.374278	1481161945.377134	1481161945.377162	1481161945.377171

1481161945.394209	1481161945.397050	1481161945.397073	1481161945.397083

1481161945.414204	1481161945.417224	1481161945.417284	1481161945.417299

1481161945.434217	1481161945.437042	1481161945.437061	1481161945.437069

1481161945.454210	1481161945.457315	1481161945.457340	1481161945.457349

1481161945.474197	1481161945.477030	1481161945.477058	1481161945.477067

1481161945.494215	1481161945.497023	1481161945.497042	1481161945.497050

1481161945.514213	1481161945.517193	1481161945.517227	1481161945.517237

1481161945.534195	1481161945.537060	1481161945.537088	1481161945.537097

1481161945.554207	1481161945.557049	1481161945.557071	1481161945.557079

1481161945.574195	1481161945.577255	1481161945.577308	1481161945.577319

1481161945.594204	1481161945.597023	1481161945.597043	1481161945.597052

1481161945.614198	1481161945.617042	1481161945.617068	1481161945.617076

1481161945.634201	1481161945.637143	1481161945.637177	1481161945.637188

1481161945.654209	1481161945.657049	1481161945.657071	1481161945.657080

1481161945.674199	1481161945.677034	1481161945.677056	1481161945.677065

1481161945.694226	1481161945.697174	1481161945.697204	1481161945.697214

1481161945.714204	1481161945.717027	1481161945.717048	1481161945.717057

1481161945.734203	1481161945.737021	1481161945.737040	1481161945.737048

1481161945.754215	1481161945.757350	1481161945.757383	1481161945.757391

1481161945.774218	1481161945.779450	1481161945.779477	1481161945.779488

1481161945.794202	1481161945.797046	1481161945.797068	1481161945.797076

1481161945.814206	1481161945.817310	1481161945.817343	1481161945.817355

1481161945.834201	1481161945.836995	1481161945.837016	1481161945.837026

1481161945.854199	1481161945.857118	1481161945.857142	1481161945.857151

1481161945.874192	1481161945.877379	1481161945.877435	1481161945.877446

1481161945.894214	1481161945.897030	1481161945.897052	1481161945.897060

1481161945.914234	1481161945.917145	1481161945.917169	1481161945.917177

1481161945.934205	1481161945.937067	1481161945.937091	1481161945.937100

1481161945.954222	1481161945.957071	1481161945.957094	1481161945.957102

1481161945.974196	1481161945.977151	1481161945.977175	1481161945.977184

1481161945.994198	1481161945.997038	1481161945.997060	1481161945.997070

1481161946.014206	1481161946.017248	1481161946.017282	1481161946.017292

1481161946.034222	1481161946.037171	1481161946.037208	1481161946.037219

1481161946.054224	1481161946.057073	1481161946.057096	1481161946.057106

1481161946.074200	1481161946.077028	1481161946.077053	1481161946.077063

1481161946.094199	1481161946.097234	1481161946.097290	1481161946.097300

1481161946.114214	1481161946.117050	1481161946.117070	1481161946.117079

1481161946.134199	1481161946.137073	1481161946.137095	1481161946.137104

1481161946.154225	1481161946.157544	1481161946.157641	1481161946.157650

1481161946.174199	1481161946.177204	1481161946.177287	1481161946.177295

1481161946.194211	1481161946.197221	1481161946.197304	1481161946.197314

1481161946.214212	1481161946.217189	1481161946.217224	1481161946.217233

1481161946.234219	1481161946.237102	1481161946.237125	1481161946.237133

1481161946.254218	1481161946.257111	1481161946.257137	1481161946.257145

1481161946.274208	1481161946.277315	1481161946.277361	1481161946.277372

1481161946.294206	1481161946.297021	1481161946.297040	1481161946.297048

1481161946.314206	1481161946.317079	1481161946.317107	1481161946.317115

1481161946.334203	1481161946.337081	1481161946.337103	1481161946.337112

1481161946.354218	1481161946.357082	1481161946.357105	1481161946.357114

1481161946.374217	1481161946.377089	1481161946.377112	1481161946.377120

1481161946.394179	1481161946.397012	1481161946.397036	1481161946.397046

1481161946.414208	1481161946.417125	1481161946.417157	1481161946.417167

1481161946.434210	1481161946.437168	1481161946.437202	1481161946.437212

1481161946.454219	1481161946.457094	1481161946.457120	1481161946.457129

1481161946.474195	1481161946.478098	1481161946.478128	1481161946.478137

1481161946.494240	1481161946.497956	1481161946.498012	1481161946.498023

1481161946.514238	1481161946.517130	1481161946.517154	1481161946.517163

1481161946.534198	1481161946.537099	1481161946.537196	1481161946.537208

1481161946.554224	1481161946.557130	1481161946.557156	1481161946.557164

1481161946.574194	1481161946.577271	1481161946.577294	1481161946.577302

1481161946.594201	1481161946.597024	1481161946.597046	1481161946.597054

1481161946.614230	1481161946.617236	1481161946.617273	1481161946.617281

1481161946.634218	1481161946.637093	1481161946.637123	1481161946.637133

1481161946.654235	1481161946.657161	1481161946.657188	1481161946.657196

1481161946.674204	1481161946.677287	1481161946.677322	1481161946.677333

1481161946.694214	1481161946.697023	1481161946.697044	1481161946.697052

1481161946.714203	1481161946.717029	1481161946.717051	1481161946.717059

1481161946.734215	1481161946.740517	1481161946.740544	1481161946.740553

1481161946.754218	1481161946.757088	1481161946.757111	1481161946.757119

1481161946.774214	1481161946.777169	1481161946.777207	1481161946.777216

1481161946.794207	1481161946.797068	1481161946.797096	1481161946.797106

1481161946.814207	1481161946.817297	1481161946.817320	1481161946.817330

1481161946.834219	1481161946.837164	1481161946.837194	1481161946.837204

1481161946.854212	1481161946.857128	1481161946.857154	1481161946.857163

1481161946.874203	1481161946.877013	1481161946.877033	1481161946.877042

1481161946.894202	1481161946.897269	1481161946.897297	1481161946.897308

1481161946.914192	1481161946.917004	1481161946.917028	1481161946.917036

1481161946.934198	1481161946.937022	1481161946.937045	1481161946.937053

1481161946.954244	1481161946.957397	1481161946.957455	1481161946.957467

1481161946.974207	1481161946.977001	1481161946.977021	1481161946.977030

1481161946.994189	1481161946.996992	1481161946.997015	1481161946.997023

1481161947.014212	1481161947.017147	1481161947.017180	1481161947.017189

1481161947.034212	1481161947.037034	1481161947.037056	1481161947.037065

1481161947.054204	1481161947.057114	1481161947.057140	1481161947.057149

1481161947.074206	1481161947.077286	1481161947.077326	1481161947.077337

1481161947.094197	1481161947.097014	1481161947.097033	1481161947.097042

1481161947.114204	1481161947.117029	1481161947.117050	1481161947.117060

1481161947.134207	1481161947.137281	1481161947.137332	1481161947.137344

1481161947.154246	1481161947.157121	1481161947.157143	1481161947.157151

1481161947.174200	1481161947.177142	1481161947.177168	1481161947.177177

1481161947.194194	1481161947.197019	1481161947.197043	1481161947.197051

1481161947.214205	1481161947.217055	1481161947.217079	1481161947.217090

1481161947.234229	1481161947.237264	1481161947.237317	1481161947.237328

1481161947.254233	1481161947.257123	1481161947.257149	1481161947.257157

1481161947.274192	1481161947.277020	1481161947.277041	1481161947.277049

1481161947.294194	1481161947.297160	1481161947.297193	1481161947.297203

1481161947.314212	1481161947.317044	1481161947.317065	1481161947.317074

1481161947.334193	1481161947.337009	1481161947.337030	1481161947.337038

1481161947.354229	1481161947.357323	1481161947.357359	1481161947.357367

1481161947.374255	1481161947.377100	1481161947.377124	1481161947.377133

1481161947.394203	1481161947.397018	1481161947.397039	1481161947.397048

1481161947.414229	1481161947.417160	1481161947.417192	1481161947.417201

1481161947.434201	1481161947.437008	1481161947.437028	1481161947.437038

1481161947.454213	1481161947.457093	1481161947.457118	1481161947.457126

1481161947.474197	1481161947.477275	1481161947.477308	1481161947.477319

1481161947.494198	1481161947.497011	1481161947.497030	1481161947.497039

1481161947.514191	1481161947.517032	1481161947.517055	1481161947.517064

1481161947.534189	1481161947.537200	1481161947.537263	1481161947.537274

1481161947.554237	1481161947.557101	1481161947.557125	1481161947.557134

1481161947.574216	1481161947.577140	1481161947.577163	1481161947.577171

1481161947.594199	1481161947.597076	1481161947.597102	1481161947.597110

1481161947.614203	1481161947.617017	1481161947.617039	1481161947.617047

1481161947.634202	1481161947.637180	1481161947.637213	1481161947.637221

1481161947.654200	1481161947.657108	1481161947.657133	1481161947.657142

1481161947.674188	1481161947.677010	1481161947.677031	1481161947.677039

1481161947.694216	1481161947.697174	1481161947.697202	1481161947.697210

1481161947.714184	1481161947.716985	1481161947.717008	1481161947.717016

1481161947.734192	1481161947.737010	1481161947.737031	1481161947.737041

1481161947.754222	1481161947.757307	1481161947.757343	1481161947.757351

1481161947.774225	1481161947.777095	1481161947.777116	1481161947.777124

1481161947.794209	1481161947.797035	1481161947.797054	1481161947.797064

1481161947.814223	1481161947.817171	1481161947.817203	1481161947.817212

1481161947.834200	1481161947.836999	1481161947.837021	1481161947.837029

1481161947.854204	1481161947.857130	1481161947.857163	1481161947.857172

1481161947.874216	1481161947.877166	1481161947.877193	1481161947.877204

1481161947.894197	1481161947.897024	1481161947.897043	1481161947.897052

1481161947.914191	1481161947.917020	1481161947.917040	1481161947.917048

1481161947.934210	1481161947.937334	1481161947.937366	1481161947.937376

1481161947.954215	1481161947.957107	1481161947.957132	1481161947.957140

1481161947.974207	1481161947.977029	1481161947.977051	1481161947.977059

1481161947.994197	1481161947.997420	1481161947.997462	1481161947.997472

1481161948.014209	1481161948.017116	1481161948.017139	1481161948.017147

1481161948.034211	1481161948.037048	1481161948.037069	1481161948.037078

1481161948.054194	1481161948.057297	1481161948.057355	1481161948.057363

1481161948.074286	1481161948.077117	1481161948.077198	1481161948.077207

1481161948.094279	1481161948.097556	1481161948.097582	1481161948.097591

1481161948.114195	1481161948.117028	1481161948.117055	1481161948.117064

1481161948.134286	1481161948.137174	1481161948.137197	1481161948.137204

1481161948.154208	1481161948.157439	1481161948.157474	1481161948.157483

1481161948.174230	1481161948.177112	1481161948.177203	1481161948.177213

1481161948.194198	1481161948.197070	1481161948.197094	1481161948.197102

1481161948.214206	1481161948.217262	1481161948.217290	1481161948.217301

1481161948.234192	1481161948.237122	1481161948.237145	1481161948.237153

1481161948.254270	1481161948.257147	1481161948.257172	1481161948.257180

1481161948.274215	1481161948.277259	1481161948.277305	1481161948.277317

1481161948.294232	1481161948.297046	1481161948.297067	1481161948.297075

1481161948.314196	1481161948.317108	1481161948.317131	1481161948.317140

1481161948.334223	1481161948.338219	1481161948.338318	1481161948.338327

1481161948.354218	1481161948.357345	1481161948.357433	1481161948.357442

1481161948.374193	1481161948.377198	1481161948.377335	1481161948.377344

1481161948.394217	1481161948.397263	1481161948.397297	1481161948.397306

1481161948.414207	1481161948.417078	1481161948.417101	1481161948.417110

1481161948.434200	1481161948.437042	1481161948.437065	1481161948.437074

1481161948.454216	1481161948.457460	1481161948.457504	1481161948.457515

1481161948.474200	1481161948.477017	1481161948.477038	1481161948.477047

1481161948.494194	1481161948.497022	1481161948.497046	1481161948.497055

1481161948.514195	1481161948.517322	1481161948.517384	1481161948.517397

1481161948.534218	1481161948.537055	1481161948.537079	1481161948.537088

1481161948.554238	1481161948.557250	1481161948.557282	1481161948.557290

1481161948.574203	1481161948.577310	1481161948.577365	1481161948.577378

1481161948.594220	1481161948.597048	1481161948.597069	1481161948.597079

1481161948.614232	1481161948.617181	1481161948.617204	1481161948.617213

1481161948.634194	1481161948.637132	1481161948.637159	1481161948.637168

1481161948.654206	1481161948.657198	1481161948.657229	1481161948.657237

1481161948.674199	1481161948.677340	1481161948.677374	1481161948.677383

1481161948.694218	1481161948.697112	1481161948.697137	1481161948.697146

1481161948.714222	1481161948.717043	1481161948.717063	1481161948.717072

1481161948.734214	1481161948.737270	1481161948.737298	1481161948.737309

1481161948.754201	1481161948.757119	1481161948.757151	1481161948.757160

1481161948.774200	1481161948.777016	1481161948.777038	1481161948.777047

1481161948.794216	1481161948.797260	1481161948.797310	1481161948.797320

1481161948.814219	1481161948.817029	1481161948.817049	1481161948.817057

1481161948.834187	1481161948.837031	1481161948.837055	1481161948.837064

1481161948.854205	1481161948.857271	1481161948.857315	1481161948.857327

1481161948.874202	1481161948.877013	1481161948.877033	1481161948.877042

1481161948.894206	1481161948.897085	1481161948.897110	1481161948.897119

1481161948.914241	1481161948.917222	1481161948.917253	1481161948.917263

1481161948.934196	1481161948.937049	1481161948.937070	1481161948.937078

1481161948.954200	1481161948.957078	1481161948.957111	1481161948.957120

1481161948.974192	1481161948.977685	1481161948.977723	1481161948.977731

1481161948.994304	1481161948.997129	1481161948.997150	1481161948.997159

1481161949.014198	1481161949.017040	1481161949.017062	1481161949.017073

1481161949.034180	1481161949.037068	1481161949.037104	1481161949.037114

1481161949.054213	1481161949.057071	1481161949.057100	1481161949.057109

1481161949.074207	1481161949.077158	1481161949.077188	1481161949.077197

1481161949.094196	1481161949.098663	1481161949.098704	1481161949.098721

1481161949.114265	1481161949.118857	1481161949.118896	1481161949.118911

1481161949.134269	1481161949.141076	1481161949.141127	1481161949.141146

1481161949.154273	1481161949.158946	1481161949.159001	1481161949.159018

1481161949.174254	1481161949.178836	1481161949.178873	1481161949.178891

1481161949.194257	1481161949.198942	1481161949.198989	1481161949.199012

1481161949.214240	1481161949.219033	1481161949.219074	1481161949.219091

1481161949.234299	1481161949.238982	1481161949.239018	1481161949.239039

1481161949.254262	1481161949.259000	1481161949.259056	1481161949.259073

1481161949.274264	1481161949.279004	1481161949.279047	1481161949.279065

1481161949.294268	1481161949.297714	1481161949.297742	1481161949.297752

1481161949.314263	1481161949.317358	1481161949.317411	1481161949.317423

1481161949.334209	1481161949.337102	1481161949.337122	1481161949.337132

1481161949.354201	1481161949.357152	1481161949.357182	1481161949.357192

1481161949.374222	1481161949.377255	1481161949.377298	1481161949.377307

1481161949.394210	1481161949.397101	1481161949.397123	1481161949.397132

1481161949.414202	1481161949.417156	1481161949.417178	1481161949.417187

1481161949.434253	1481161949.437337	1481161949.437368	1481161949.437377

1481161949.454203	1481161949.457135	1481161949.457164	1481161949.457174

1481161949.474197	1481161949.477082	1481161949.477104	1481161949.477112

1481161949.494200	1481161949.497295	1481161949.497336	1481161949.497347

1481161949.514212	1481161949.517090	1481161949.517111	1481161949.517119

1481161949.534191	1481161949.537133	1481161949.537157	1481161949.537165

1481161949.554207	1481161949.557188	1481161949.557243	1481161949.557254

1481161949.574203	1481161949.577090	1481161949.577112	1481161949.577120

1481161949.594202	1481161949.597238	1481161949.597266	1481161949.597276

1481161949.614212	1481161949.617078	1481161949.617103	1481161949.617113

